time,rating
0.0,100.0
0.23,100.0
0.46,100.0
0.69,100.0
0.92,100.0
1.15,100.0
1.38,100.0
1.61,100.0
1.84,100.0
2.07,100.0
2.3,100.0
2.53,100.0
2.76,100.0
2.99,100.0
3.22,100.0
3.45,64.97005988023949
3.68,0.0
3.91,0.0
4.14,0.0
4.37,0.0
4.6,0.0
4.83,0.0
5.06,0.0
5.29,0.0
5.52,0.0
5.75,0.0
5.98,0.0
6.21,0.0
6.44,0.0
6.67,0.0
6.9,0.0
7.13,0.0
7.36,0.0
7.59,0.0
7.82,0.0
8.05,0.0
8.28,0.0
8.51,0.0
8.74,0.0
8.97,0.0
9.2,0.0
9.43,0.0
9.66,0.0
9.89,0.0
10.12,0.0
10.35,0.0
10.58,0.0
10.81,0.0
11.04,0.0
11.27,0.0
11.5,0.0
11.73,0.0
11.96,0.0
12.19,0.0
12.42,0.0
12.65,0.0
12.88,0.0
13.11,0.0
13.34,0.0
13.57,0.0
13.8,0.0
14.03,0.0
14.26,0.0
14.49,0.0
14.72,0.0
14.95,0.0
15.18,54.054054054053935
15.41,100.0
15.64,100.0
15.87,100.0
16.1,100.0
16.33,100.0
16.56,100.0
16.79,100.0
17.02,100.0
17.25,100.0
17.48,100.0
17.71,100.0
17.94,100.0
18.17,100.0
18.4,100.0
18.63,100.0
18.86,100.0
19.09,100.0
19.32,100.0
19.55,100.0
19.78,66.06606606606604
20.01,0.0
20.24,0.0
20.47,0.0
20.7,0.0
20.93,0.0
21.16,0.0
21.39,0.0
21.62,0.0
21.85,0.0
22.08,0.0
22.31,0.0
22.54,0.0
22.77,0.0
23.0,0.0
23.23,0.0
23.46,0.0
23.69,0.0
23.92,0.0
24.15,0.0
24.38,0.0
24.61,0.0
24.84,0.0
25.07,0.0
25.3,0.0
25.53,0.0
25.76,0.0
25.99,0.0
26.22,0.0
26.45,0.0
26.68,0.0
26.91,0.0
27.14,0.0
27.37,0.0
27.6,0.0
27.83,0.0
28.06,0.0
28.29,0.0
28.52,0.0
28.75,0.0
28.98,0.0
29.21,0.0
29.44,0.0
29.67,0.0
29.9,0.0
30.13,0.0
30.36,0.0
30.59,0.0
